Archivo,η1,η2,N1,N2,η,N,V,D,E,T,B,CC,refactor
Programa038.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa074.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa002.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa081.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa050.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa017.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa001.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa036.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa034.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa094.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa009.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa010.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa043.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa016.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa027.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa096.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa059.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa093.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa078.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa091.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa055.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa089.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa007.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa003.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa029.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa049.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa039.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa054.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa057.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa082.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa068.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa076.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa080.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa041.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa004.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa097.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa100.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa058.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa098.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa079.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa031.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa037.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa005.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa040.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa064.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa048.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa067.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa006.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa042.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa012.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa090.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa071.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa028.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa013.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa014.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa035.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa044.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa060.java,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.020722227893795356,3,0
Programa053.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa066.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa015.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa065.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa099.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa047.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa025.java,10,15,20,27,25,47,180.14866228501222,9.1,1099.3406359950854,61.07447977750475,0.039621461068766656,4,0
Programa018.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa011.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
Programa086.java,7,11,13,19,18,32,101.43760004615399,6.4,347.4237801580774,19.30132111989319,0.020065390827441618,3,0
Programa063.java,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.02515048170799793,5,0
